date,commit,cpu,class,parameters,method,ratio
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=32,SubsequenceLength_Utf16,0.99
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=128,Distance_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=128,Distance_CodePoint,16.11
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=128,NormalizedSimilarity_Utf16,1.06
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=128,SubsequenceLength_Utf16,1.04
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=512,Distance_CodePoint,28.58
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=512,NormalizedSimilarity_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,IndelBenchmarks,Length=512,SubsequenceLength_Utf16,0.97
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Kernel,0.99
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Kernel,1.04
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Kernel,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Kernel,0.33
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Kernel,0.27
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Kernel,0.16
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Kernel,0.13
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Kernel,0.08
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Kernel,0.05
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=64,Dp,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=64,Kernel,0.04
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=96,Dp,1.01
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LcsGateBenchmarks,Band=96,Kernel,0.09
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=8,Distance_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=8,Distance_CodePoint,4.5
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=8,NormalizedSimilarity_Utf16,0.95
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=64,Distance_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=64,Distance_CodePoint,2.3
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=64,NormalizedSimilarity_Utf16,1.01
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=512,Distance_CodePoint,1.17
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinBenchmarks,Length=512,NormalizedSimilarity_Utf16,0.97
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_Utf16,4.03
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_Utf16,4.05
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_Utf16,7.48
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_Utf16,7.97
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_Utf16,12.1
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_Utf16,11.96
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_Utf16,15.65
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_Utf16,16.63
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_Utf16,60.23
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_Utf16,45.73
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_Utf16,130.37
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=512, Distinct=512",Distance_CodePoint,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,LevenshteinCodePointBenchmarks,"Length=512, Distinct=512",Distance_Utf16,4.05
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=200,Count,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=200,CountWithStopWords,0.83
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=200,Hashing,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=200,HashingWithStopWords,0.88
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=1000,Count,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=1000,CountWithStopWords,0.78
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=1000,Hashing,0.94
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,StopWordBenchmarks,Documents=1000,HashingWithStopWords,0.81
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=384,Dot,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=384,L2Norm,0.95
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=768,Dot,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=768,L2Norm,0.99
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=1024,Dot,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorMathBenchmarks,Dim=1024,L2Norm,0.99
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=200,Count,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=200,Tfidf,1.01
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=200,CountBigrams,1.27
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=200,Hashing,0.97
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=1000,Count,1.0
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=1000,Tfidf,1.01
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=1000,CountBigrams,1.63
2026-08-19,2575ca720e04f12ed02151cbec70e0afe07550f6,AMD EPYC 7763,VectorizerBenchmarks,Documents=1000,Hashing,0.97
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=1,UnitLoop,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=1,EmbedBatch,0.97
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=1,EmbedBatchBucketed,0.99
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=8,UnitLoop,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=8,EmbedBatch,0.63
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=8,EmbedBatchBucketed,0.62
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=32,UnitLoop,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=32,EmbedBatch,0.6
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=32,EmbedBatchBucketed,0.59
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=128,UnitLoop,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=128,EmbedBatch,0.62
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BatchEmbeddingBenchmarks,CorpusSize=128,EmbedBatchBucketed,0.59
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BpeBenchmarks,,Unigram,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,BpeBenchmarks,,Bpe,0.95
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,FuzzBenchmarks,,Ratio,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,FuzzBenchmarks,,PartialRatio,326.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,FuzzBenchmarks,,TokenSortRatio,8.49
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,FuzzBenchmarks,,TokenSetRatio,30.91
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,FuzzBenchmarks,,WRatio,38.25
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=8,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=8,Distance_CodePoint,5.68
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=8,NormalizedSimilarity_Utf16,1.05
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=8,SubsequenceLength_Utf16,1.03
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=12,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=12,Distance_CodePoint,6.18
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=12,NormalizedSimilarity_Utf16,1.02
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=12,SubsequenceLength_Utf16,0.97
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=16,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=16,Distance_CodePoint,5.69
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=16,NormalizedSimilarity_Utf16,1.11
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=16,SubsequenceLength_Utf16,1.14
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=20,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=20,Distance_CodePoint,2.01
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=20,NormalizedSimilarity_Utf16,1.01
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=20,SubsequenceLength_Utf16,0.99
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=24,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=24,Distance_CodePoint,9.7
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=24,NormalizedSimilarity_Utf16,1.16
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=24,SubsequenceLength_Utf16,0.99
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=32,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=32,Distance_CodePoint,9.37
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=32,NormalizedSimilarity_Utf16,1.04
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=32,SubsequenceLength_Utf16,1.04
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=128,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=128,Distance_CodePoint,20.34
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=128,NormalizedSimilarity_Utf16,1.05
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=128,SubsequenceLength_Utf16,1.1
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-19,dfa2b7885eed72b2bcb9c82bca1ef016cf4cc53d,Intel Xeon 6973P-C,IndelBenchmarks,Length=512,Distance_CodePoint,36.9
